id,company,title,domain,city,state,location,type,stipend,duration,skills,applications,rating,openings,posted_date,deadline,demand_score,growth_trend,source,is_live
4289566073,Accenture India,Test Automation Intern,Quality Assurance,Jaipur,Rajasthan,"Jaipur, Rajasthan",Hybrid,18000,3 Months,"PyTorch, TensorFlow, Terraform",4412,4.6,4,2025-02-08,2025-04-08,70.1,23.8,Generated,False
4289566074,Deloitte India,Embedded Systems Intern,IoT,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",On-site,20000,6 Months,"AWS, Content Writing, Unity",817,3.7,23,2025-12-06,2025-12-06,30.0,18.3,Generated,False
4289566075,IBM India,Visual Designer Intern,UI/UX Design,Jaipur,Rajasthan,"Jaipur, Rajasthan",Hybrid,3000,4 Months,"CI/CD, Excel, Solidity, Spring Boot",300,4.7,14,2025-06-09,2025-08-09,26.5,3.6,Generated,False
4289566076,Cognizant,APM Intern,Product Management,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,12000,12 Months,"GitHub Actions, Matplotlib, Redux",511,4.4,19,2025-09-22,2025-11-22,30.5,23.5,Generated,False
4289566077,HCL Tech,SRE Intern,DevOps,Patna,Bihar,"Patna, Bihar",Remote,100000,3 Months,"Docker, Firebase, TensorFlow",3266,4.1,4,2025-02-12,2025-04-12,84.0,28.5,Generated,False
4289566078,Tech Mahindra,SOC Analyst Intern,Cybersecurity,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",Hybrid,40000,12 Months,"Deep Learning, Flask, GitHub Actions, HTML/CSS, React, Vue.js",685,3.8,1,2025-05-11,2025-07-11,41.9,11.4,Generated,False
4289566079,Capgemini,Flutter Developer Intern,Mobile Development,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,15000,6 Months,"AWS, Arduino, JavaScript, Pytest, Rust, Vite",1789,3.5,15,2025-01-08,2025-03-08,43.7,-1.2,Generated,False
4289566080,Oracle India,Game Designer Intern,Game Development,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Hybrid,5000,3 Months,"AWS, MongoDB, Node.js, Swift, TensorFlow",1656,3.9,3,2025-02-07,2025-04-07,32.2,15.5,Generated,False
4289566081,SAP India,Natural Language Processing Intern,Natural Language Processing,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,80000,6 Months,"Jest, NumPy, Selenium, Terraform, Vite",3192,4.4,18,2025-08-16,2025-10-16,79.8,15.4,Generated,False
4289566082,Salesforce India,Game Developer Intern,Game Development,Chandigarh,Punjab,"Chandigarh, Punjab",Hybrid,80000,12 Months,"AWS, GraphQL, Plotly",3562,3.2,20,2025-03-02,2025-05-02,69.1,6.2,Generated,False
4289566083,Adobe India,Backend Developer Intern,Backend Development,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,60000,12 Months,"Adobe XD, Express.js, GCP, Raspberry Pi, Seaborn, Swift",377,4.3,16,2025-03-24,2025-05-24,46.2,32.6,Generated,False
4289566084,Intel India,ML Engineer Intern,Machine Learning,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",On-site,75000,4 Months,"Azure, OpenCV, Scrum, Spark, Unreal Engine",3364,4.1,21,2025-05-21,2025-07-21,77.9,5.6,Generated,False
4289566085,Samsung India,Cloud Engineer Intern,Cloud Computing,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Remote,60000,1 Month,"Ansible, Firebase, PostgreSQL, Spark, Vite",209,3.0,8,2025-10-18,2025-12-18,36.3,4.4,Generated,False
4289566086,Nvidia India,Quantum Computing Intern,Quantum Computing,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,35000,6 Months,"Keras, Kotlin, RabbitMQ, Selenium",2700,4.3,25,2025-07-21,2025-09-21,51.9,34.4,Generated,False
4289566087,Qualcomm India,Quantum Computing Intern,Quantum Computing,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,75000,3 Months,"Excel, Machine Learning, NumPy",2365,4.0,12,2025-04-12,2025-06-12,63.6,24.4,Generated,False
4289566088,Goldman Sachs,iOS Developer Intern,Mobile Development,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Hybrid,100000,6 Months,"AWS, JavaScript, Keras, NLP, React, Spring Boot",493,3.3,1,2025-06-01,2025-08-01,52.4,24.5,Generated,False
4289566089,JP Morgan,NLP Engineer Intern,AI Research,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,60000,12 Months,"Pandas, R, Redux",3731,4.6,7,2025-09-02,2025-11-02,71.7,26.8,Generated,False
4289566090,Morgan Stanley,Full Stack Intern,Software Development,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,25000,1 Month,"Azure, Nginx, SEO",795,4.6,21,2025-08-27,2025-10-27,39.2,-0.1,Generated,False
4289566091,Uber India,Data Engineer Intern,Data Engineering,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,25000,12 Months,"CI/CD, Firebase, GraphQL, Kafka, Matplotlib",2428,4.7,20,2025-03-17,2025-05-17,55.9,31.8,Generated,False
4289566092,Dream11,Android Developer Intern,Mobile Development,Hubli,Karnataka,"Hubli, Karnataka",Remote,40000,3 Months,"Next.js, SEO, Unreal Engine, Vite",4457,3.2,25,2025-07-26,2025-09-26,64.6,32.9,Generated,False
4289566093,Unacademy,Security Analyst Intern,Cybersecurity,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,8000,4 Months,"Adobe XD, GitHub Actions, Hadoop, Unreal Engine",2374,3.1,22,2025-02-09,2025-04-09,44.8,1.6,Generated,False
4289566094,PhysicsWallah,IoT Engineer Intern,IoT,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,80000,1 Month,"Blockchain, Express.js, JIRA, Svelte",677,5.0,13,2025-08-10,2025-10-10,50.1,30.2,Generated,False
4289566095,BigBasket,Natural Language Processing Intern,Natural Language Processing,Vadodara,Gujarat,"Vadodara, Gujarat",Hybrid,30000,3 Months,"Azure, JavaScript, PostgreSQL, Redux, Vue.js",3668,3.3,18,2025-05-01,2025-07-01,63.1,34.0,Generated,False
4289566096,Nykaa,Quantum Computing Intern,Quantum Computing,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,60000,4 Months,"Adobe XD, Agile, JIRA, Next.js, Power BI, PyTorch",3133,3.4,4,2025-02-10,2025-04-10,62.3,21.1,Generated,False
4289566097,PolicyBazaar,Strategy Intern,Business Analytics,Patna,Bihar,"Patna, Bihar",Hybrid,12000,1 Month,"Deep Learning, Jest, MongoDB, Pytest, Tableau, Webpack",930,3.1,3,2025-06-17,2025-08-17,27.0,33.7,Generated,False
4289566098,Cars24,Web3 Developer Intern,Blockchain,Ranchi,Jharkhand,"Ranchi, Jharkhand",Remote,10000,1 Month,"Cypress, Excel, GCP, Git, Go, Svelte",850,4.0,21,2025-02-25,2025-04-25,29.5,4.5,Generated,False
4289566099,Lenskart,iOS Developer Intern,Mobile Development,Hyderabad,Telangana,"Hyderabad, Telangana",Remote,75000,4 Months,"Docker, GraphQL, Swift",4332,4.1,6,2025-03-03,2025-05-03,82.2,28.1,Generated,False
4289566100,boAt,Quantum Computing Intern,Quantum Computing,Patna,Bihar,"Patna, Bihar",On-site,35000,1 Month,"Python, Raspberry Pi, Scrum",1344,4.0,1,2025-12-06,2025-12-06,47.2,22.7,Generated,False
4289566101,UpGrad,Digital Marketing Intern,Digital Marketing,Gurgaon,Haryana,"Gurgaon, Haryana",On-site,50000,4 Months,"Next.js, Sass, TypeScript, Unreal Engine",84,3.5,23,2025-08-06,2025-10-06,34.5,14.0,Generated,False
4289566102,InMobi,Digital Marketing Intern,Digital Marketing,Guwahati,Assam,"Guwahati, Assam",Hybrid,75000,12 Months,"GitHub Actions, Kotlin, SEO",451,4.2,14,2025-11-24,2025-12-24,49.6,10.6,Generated,False
4289566103,MakeMyTrip,Hardware Intern,IoT,Ranchi,Jharkhand,"Ranchi, Jharkhand",On-site,10000,6 Months,"Blockchain, C++, Java, JavaScript",426,4.7,2,2025-01-15,2025-03-15,25.9,9.4,Generated,False
4289566104,Oyo Rooms,Network Engineering Intern,Network Engineering,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,8000,4 Months,"Agile, Django, Plotly, SQL, Unreal Engine",199,4.3,9,2025-11-03,2025-12-03,29.2,22.0,Generated,False
4289566105,Pine Labs,Network Engineering Intern,Network Engineering,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,30000,4 Months,"Computer Vision, Postman, Pytest, SQL, Selenium",2264,3.3,15,2025-01-25,2025-03-25,47.9,5.4,Generated,False
4289566106,BrowserStack,Business Analyst Intern,Business Analytics,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,10000,3 Months,"Excel, Pandas, Playwright, Python, TypeScript",2816,4.3,1,2025-04-06,2025-06-06,52.3,-4.6,Generated,False
4289566107,Postman,IoT Engineer Intern,IoT,Surat,Gujarat,"Surat, Gujarat",On-site,75000,6 Months,"Ansible, Arduino, Blockchain, Content Writing, R, TypeScript",2264,4.2,6,2025-04-27,2025-06-27,64.6,19.4,Generated,False
4289566108,Chargebee,Software Engineer Intern,Software Development,Kochi,Kerala,"Kochi, Kerala",On-site,12000,4 Months,"Agile, CI/CD, Elasticsearch, Vue.js",4542,3.4,12,2025-05-12,2025-07-12,57.7,0.8,Generated,False
4289566109,Mindtree,Embedded Systems Intern,Embedded Systems,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",Hybrid,8000,4 Months,"Go, Terraform, Vite",1982,5.0,7,2025-08-23,2025-10-23,48.0,26.0,Generated,False
4289566110,Mphasis,Android Developer Intern,Mobile Development,Mysore,Karnataka,"Mysore, Karnataka",On-site,50000,6 Months,"Blockchain, Cypress, Kotlin, Pandas, Postman, Tailwind CSS",253,4.9,18,2025-09-25,2025-11-25,45.6,22.1,Generated,False
4289566111,LTIMindtree,Frontend Developer Intern,Web Development,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,18000,1 Month,"AWS, Excel, Linux, Pytest, R",937,3.8,8,2025-07-10,2025-09-10,29.8,18.4,Generated,False
4289566112,Persistent Systems,Quantum Computing Intern,Quantum Computing,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,15000,1 Month,"Adobe XD, Airflow, C++, Kafka, OpenCV, R",943,4.3,2,2025-10-23,2025-12-23,32.7,1.0,Generated,False
4289566113,Coforge,IoT Engineer Intern,IoT,Bangalore,Karnataka,"Bangalore, Karnataka",Remote,25000,2 Months,"Airflow, Django, Go, Next.js, REST APIs, Rust",424,4.3,5,2025-08-23,2025-10-23,32.5,5.0,Generated,False
4289566114,NIIT,API Developer Intern,Backend Development,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Hybrid,25000,4 Months,"JavaScript, SEO, Spark, Tailwind CSS, Vite",735,3.5,1,2025-07-19,2025-09-19,37.9,10.7,Generated,False
4289566115,Hexaware,AWS Solutions Intern,Cloud Computing,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,20000,4 Months,"Azure, Content Writing, HTML/CSS, SQL, Svelte",2261,3.8,24,2025-01-23,2025-03-23,45.0,28.3,Generated,False
4289566116,Zensar,Computer Vision Intern,Computer Vision,Kolkata,West Bengal,"Kolkata, West Bengal",Remote,40000,4 Months,"FastAPI, Firebase, Java, Kubernetes, Svelte",1979,3.2,2,2025-08-18,2025-10-18,50.5,17.0,Generated,False
4289566117,Birlasoft,Visual Designer Intern,UI/UX Design,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,35000,3 Months,"Arduino, Keras, Kubernetes, TensorFlow, Vue.js",380,4.7,3,2025-09-12,2025-11-12,33.9,34.7,Generated,False
4289566118,Cyient,Quantum Computing Intern,Quantum Computing,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",Hybrid,10000,4 Months,"Bootstrap, PostgreSQL, Raspberry Pi",2569,3.6,24,2025-09-21,2025-11-21,41.5,6.0,Generated,False
4289566119,KPIT,Pipeline Engineer Intern,Data Engineering,Guwahati,Assam,"Guwahati, Assam",On-site,40000,3 Months,"Airflow, MATLAB, RabbitMQ, Scikit-learn",3858,4.7,20,2025-12-28,2025-12-28,66.3,6.3,Generated,False
4289566120,Happiest Minds,SOC Analyst Intern,Cybersecurity,Bangalore,Karnataka,"Bangalore, Karnataka",Hybrid,8000,2 Months,"Go, MATLAB, Webpack",1880,3.2,25,2025-11-17,2025-12-17,34.8,8.4,Generated,False
4289566121,Tata Elxsi,Network Engineering Intern,Network Engineering,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",On-site,35000,12 Months,"FastAPI, Figma, SQL",1744,3.2,16,2025-02-08,2025-04-08,44.9,17.7,Generated,False
4289566122,Ericsson India,IoT Engineer Intern,IoT,Dehradun,Uttarakhand,"Dehradun, Uttarakhand",On-site,100000,6 Months,"Java, PyTorch, Spark, Svelte, Tableau",1017,4.4,8,2025-01-19,2025-03-19,59.3,32.8,Generated,False
4289566123,Nokia India,Backend Developer Intern,Backend Development,Nagpur,Maharashtra,"Nagpur, Maharashtra",Remote,18000,4 Months,"Angular, CI/CD, FastAPI, Keras, Next.js, TypeScript",1878,3.1,10,2025-03-19,2025-05-19,40.4,24.3,Generated,False
4289566124,Cisco India,Embedded Systems Intern,Embedded Systems,Kochi,Kerala,"Kochi, Kerala",Hybrid,12000,1 Month,"Computer Vision, Hadoop, Vite",1958,3.8,25,2025-04-07,2025-06-07,45.8,7.1,Generated,False
4289566125,VMware India,Natural Language Processing Intern,Natural Language Processing,Hyderabad,Telangana,"Hyderabad, Telangana",Hybrid,40000,2 Months,"Matplotlib, Scrum, Svelte, Vue.js",2111,3.9,10,2025-10-19,2025-12-19,54.2,6.3,Generated,False
4289566126,Dell India,iOS Developer Intern,Mobile Development,Hubli,Karnataka,"Hubli, Karnataka",Hybrid,25000,4 Months,"Azure, Cypress, Kafka, PyTorch, Vite",4123,4.6,25,2025-10-23,2025-12-23,63.8,29.9,Generated,False
4289566127,HP India,Computer Vision Intern,Computer Vision,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,5000,1 Month,"Docker, JIRA, Java, Redux, Sass",779,3.1,9,2025-02-03,2025-04-03,30.5,-2.9,Generated,False
4289566128,Lenovo India,Flutter Developer Intern,Mobile Development,Gurgaon,Haryana,"Gurgaon, Haryana",Hybrid,75000,6 Months,"Angular, Java, React, Tailwind CSS",469,3.1,10,2025-01-02,2025-03-02,42.0,-3.6,Generated,False
4289566129,Jio Platforms,Growth Intern,Digital Marketing,Hyderabad,Telangana,"Hyderabad, Telangana",On-site,100000,4 Months,"Airflow, Jenkins, Postman, Unity",3113,4.2,20,2025-11-25,2025-12-25,84.0,-4.0,Generated,False
4289566130,Airtel Digital,UI/UX Designer Intern,UI/UX Design,Delhi NCR,Delhi,"Delhi NCR, Delhi",On-site,50000,4 Months,"CI/CD, Go, Matplotlib, Raspberry Pi, React",1892,4.1,19,2025-03-17,2025-05-17,48.5,-4.7,Generated,False
4289566131,Snapdeal,Network Engineering Intern,Network Engineering,Kochi,Kerala,"Kochi, Kerala",Remote,40000,6 Months,"Deep Learning, Linux, SEO",351,4.2,9,2025-07-10,2025-09-10,35.6,14.3,Generated,False
4289566132,Dunzo,Software Engineer Intern,Software Development,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Remote,60000,1 Month,"Adobe XD, Jest, Next.js, Plotly, Pytest, Webpack",730,3.2,15,2025-02-16,2025-04-16,43.8,33.9,Generated,False
4289566133,Cure.fit,Business Analyst Intern,Business Analytics,Mysore,Karnataka,"Mysore, Karnataka",Remote,80000,12 Months,"Postman, REST APIs, Tableau",1690,4.4,7,2025-11-03,2025-12-03,61.8,18.0,Generated,False
4289566134,Simplilearn,IT Support Intern,IT Support,Kolkata,West Bengal,"Kolkata, West Bengal",On-site,15000,6 Months,"Content Writing, Google Analytics, JIRA, Playwright, Postman, Redis",4066,4.5,12,2025-11-16,2025-12-16,67.3,9.5,Generated,False
4289566135,Vedantu,Natural Language Processing Intern,Natural Language Processing,Patna,Bihar,"Patna, Bihar",Hybrid,20000,1 Month,"Excel, NLP, PostgreSQL, REST APIs, Tableau",378,4.1,13,2025-06-09,2025-08-09,28.5,25.3,Generated,False
4289566136,Ola Electric,Network Engineering Intern,Network Engineering,Kochi,Kerala,"Kochi, Kerala",Remote,15000,6 Months,"AWS, GitHub Actions, Java, Pandas, Python",2164,4.9,18,2025-02-24,2025-04-24,43.9,8.7,Generated,False
4289566137,Route Mobile,AR/VR Development Intern,AR/VR Development,Mumbai,Maharashtra,"Mumbai, Maharashtra",On-site,30000,12 Months,"Google Analytics, MongoDB, Node.js, Pytest, TypeScript",1892,4.9,15,2025-01-03,2025-03-03,47.4,11.5,Generated,False
4289566138,Quick Heal,Robotics Intern,Robotics,Ranchi,Jharkhand,"Ranchi, Jharkhand",Hybrid,80000,12 Months,"Figma, GCP, MongoDB, PyTorch, RabbitMQ",348,4.8,4,2025-02-03,2025-04-03,47.1,28.3,Generated,False
4289566139,NetApp India,Frontend Developer Intern,Web Development,Patna,Bihar,"Patna, Bihar",Remote,20000,1 Month,"Airflow, Bootstrap, GCP, TypeScript",1882,4.3,18,2025-10-24,2025-12-24,44.1,5.1,Generated,False
4289566140,Micron India,Deep Learning Intern,Machine Learning,Mysore,Karnataka,"Mysore, Karnataka",On-site,18000,4 Months,"Computer Vision, Flutter, Kubernetes, Postman, RabbitMQ",981,3.9,25,2025-03-14,2025-05-14,38.4,10.1,Generated,False
4289566141,Seagate India,React Intern,Frontend Development,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,40000,3 Months,"AWS, Flutter, Redis, SQL, Selenium, Terraform",2838,3.9,16,2025-03-16,2025-05-16,53.5,12.9,Generated,False
4289566142,Western Digital,AWS Solutions Intern,Cloud Computing,Ranchi,Jharkhand,"Ranchi, Jharkhand",Remote,5000,4 Months,"Flutter, Python, Redux, Svelte, TensorFlow",2240,3.3,1,2025-08-20,2025-10-20,35.8,15.8,Generated,False
4289566143,Xiaomi India,Business Analyst Intern,Business Analytics,Mumbai,Maharashtra,"Mumbai, Maharashtra",Hybrid,18000,2 Months,"Azure, Docker, Google Analytics, Jest, R, Raspberry Pi",162,3.6,24,2025-10-08,2025-12-08,22.3,16.8,Generated,False
4289566144,OnePlus India,Network Engineering Intern,Network Engineering,Surat,Gujarat,"Surat, Gujarat",On-site,30000,3 Months,"Firebase, Flutter, Git, Power BI, Scrum, Svelte",1095,3.5,5,2025-08-06,2025-10-06,40.9,9.1,Generated,False
4289566145,Oppo India,Quantum Computing Intern,Quantum Computing,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",On-site,12000,12 Months,"Go, Next.js, RabbitMQ, Redux, Spring Boot",1676,4.1,18,2025-08-28,2025-10-28,37.3,31.7,Generated,False
4289566146,Vivo India,Embedded Systems Intern,IoT,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",Remote,3000,3 Months,"Computer Vision, REST APIs, Svelte",1076,4.4,17,2025-07-05,2025-09-05,35.9,30.2,Generated,False
4289566147,Sonata Software,Cloud Engineer Intern,Cloud Computing,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,12000,1 Month,"Docker, Redux, Swift",2819,4.3,6,2025-09-11,2025-11-11,54.9,7.1,Generated,False
4289566148,Newgen Software,Deep Learning Intern,Machine Learning,Bhubaneswar,Odisha,"Bhubaneswar, Odisha",Hybrid,5000,4 Months,"AWS, Express.js, Linux",4464,4.3,16,2025-02-07,2025-04-07,66.6,32.2,Generated,False
4289566149,Tanla Platforms,ETL Developer Intern,Data Engineering,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",On-site,60000,6 Months,"Jenkins, Kafka, Linux, Machine Learning",2887,4.1,21,2025-04-23,2025-06-23,64.5,25.8,Generated,False
4289566150,Amdocs India,Test Automation Intern,Quality Assurance,Kolkata,West Bengal,"Kolkata, West Bengal",Hybrid,15000,1 Month,"Matplotlib, PyTorch, Raspberry Pi, Spring Boot, Swift",3085,3.3,6,2025-06-27,2025-08-27,52.7,5.4,Generated,False
4289566151,LTTS,SRE Intern,DevOps,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,80000,3 Months,"JIRA, Linux, R, Redis, Selenium",2217,3.6,9,2025-07-08,2025-09-08,62.6,27.8,Generated,False
4289566152,Google India,Quantum Computing Intern,Quantum Computing,Mumbai,Maharashtra,"Mumbai, Maharashtra",Hybrid,30000,12 Months,"Express.js, Git, Python, RabbitMQ, Spark, Unreal Engine",470,4.2,23,2025-02-01,2025-04-01,33.0,34.9,Generated,False
4289566153,Microsoft,Network Engineering Intern,Network Engineering,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,12000,4 Months,"Ansible, Excel, MongoDB, PyTorch",2638,3.2,8,2025-01-18,2025-03-18,44.5,32.2,Generated,False
4289566154,Amazon,Data Analyst Intern,Data Science,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,20000,1 Month,"Angular, Cypress, Git, Selenium",3321,4.3,10,2025-07-05,2025-09-05,56.4,29.8,Generated,False
4289566155,Flipkart,Deep Learning Intern,Machine Learning,Delhi NCR,Delhi,"Delhi NCR, Delhi",Hybrid,35000,3 Months,"Machine Learning, PyTorch, Swift, Terraform",2860,3.2,15,2025-03-04,2025-05-04,54.9,23.8,Generated,False
4289566156,Infosys,Data Science Intern,Data Science,Mangalore,Karnataka,"Mangalore, Karnataka",On-site,15000,1 Month,"Elasticsearch, Firebase, NLP, Pytest, Python, React",1254,3.8,15,2025-01-23,2025-03-23,35.4,14.5,Generated,False
4289566157,TCS,UI Developer Intern,Frontend Development,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",Remote,75000,6 Months,"Adobe XD, Flutter, Scikit-learn, Vue.js",3130,3.7,19,2025-02-12,2025-04-12,72.1,13.2,Generated,False
4289566158,Wipro,Full Stack Developer Intern,Full Stack Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,75000,2 Months,"C++, Jest, SEO, Svelte",1808,4.2,2,2025-07-19,2025-09-19,57.3,16.0,Generated,False
4289566159,Zoho,Data Science Intern,Data Science,Bangalore,Karnataka,"Bangalore, Karnataka",Hybrid,100000,3 Months,"CI/CD, Kafka, SQL, TensorFlow",672,3.8,15,2025-02-02,2025-04-02,60.9,-1.1,Generated,False
4289566160,Razorpay,Blockchain Developer Intern,Blockchain,Guwahati,Assam,"Guwahati, Assam",Remote,25000,3 Months,"Adobe XD, Computer Vision, Next.js",3370,3.8,13,2025-02-05,2025-04-05,58.8,19.8,Generated,False
4289566161,Swiggy,Unity Developer Intern,Game Development,Patna,Bihar,"Patna, Bihar",Hybrid,10000,1 Month,"Agile, Azure, NumPy, Redis",1633,4.8,18,2025-10-13,2025-12-13,43.2,-3.9,Generated,False
4289566162,Zomato,Game Developer Intern,Game Development,Mysore,Karnataka,"Mysore, Karnataka",On-site,18000,2 Months,"Docker, Elasticsearch, Hadoop, Machine Learning, NLP, Playwright",170,4.5,23,2025-06-09,2025-08-09,29.8,13.2,Generated,False
4289566163,PhonePe,Natural Language Processing Intern,Natural Language Processing,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",Remote,5000,3 Months,"Adobe XD, Arduino, Node.js, R, Redis, SQL",268,3.5,4,2025-06-27,2025-08-27,18.3,-2.3,Generated,False
4289566164,CRED,Frontend Developer Intern,Web Development,Hubli,Karnataka,"Hubli, Karnataka",On-site,50000,2 Months,"AWS, MATLAB, Node.js, NumPy",2865,4.4,18,2025-12-03,2025-12-03,63.7,29.5,Generated,False
4289566165,Paytm,Business Analyst Intern,Product Management,Chandigarh,Punjab,"Chandigarh, Punjab",On-site,75000,4 Months,"Blockchain, CI/CD, Content Writing, Cypress, Git",1241,4.7,13,2025-02-17,2025-04-17,61.8,30.6,Generated,False
4289566166,Freshworks,CV Engineer Intern,AI Research,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",On-site,15000,4 Months,"Agile, Git, MATLAB, Python, Scrum, Selenium",2329,4.6,5,2025-05-26,2025-07-26,49.2,9.1,Generated,False
4289566167,Byju's,Smart Contract Intern,Blockchain,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,15000,1 Month,"Django, OpenCV, R, Redux",250,3.9,19,2025-05-20,2025-07-20,27.1,-3.7,Generated,False
4289566168,Ola,Computer Vision Intern,Computer Vision,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Remote,15000,3 Months,"MATLAB, Matplotlib, Rust, Svelte",1644,4.6,20,2025-08-26,2025-10-26,37.6,20.5,Generated,False
4289566169,Meesho,Embedded Systems Intern,IoT,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",On-site,5000,6 Months,"Arduino, HTML/CSS, NLP, Playwright, Sass, Tableau",3575,3.4,23,2025-12-11,2025-12-11,56.5,14.4,Generated,False
4289566170,Groww,SRE Intern,DevOps,Ranchi,Jharkhand,"Ranchi, Jharkhand",Hybrid,50000,1 Month,"Angular, Blockchain, JavaScript, Kotlin, Playwright, Svelte",3746,4.0,13,2025-05-01,2025-07-01,73.2,21.5,Generated,False
4289566171,Zerodha,Natural Language Processing Intern,Natural Language Processing,Vijayawada,Andhra Pradesh,"Vijayawada, Andhra Pradesh",Hybrid,80000,3 Months,"FastAPI, JIRA, NumPy, SEO",2677,3.2,10,2025-08-16,2025-10-16,66.1,32.3,Generated,False
4289566172,Reliance Digital,Deep Learning Intern,Machine Learning,Hubli,Karnataka,"Hubli, Karnataka",Remote,100000,2 Months,"Computer Vision, PyTorch, Spring Boot",1647,3.0,11,2025-06-21,2025-08-21,59.7,24.1,Generated,False
4289566173,Tata Digital,MERN Stack Intern,Full Stack Development,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",Hybrid,20000,4 Months,"Machine Learning, Seaborn, TensorFlow, Unity",2283,4.7,23,2025-06-22,2025-08-22,45.9,12.7,Generated,False
4289566174,Accenture India,Game Developer Intern,Game Development,Lucknow,Uttar Pradesh,"Lucknow, Uttar Pradesh",Remote,8000,1 Month,"Agile, Elasticsearch, Figma, Flutter, Git",3487,4.6,9,2025-03-05,2025-05-05,53.9,2.7,Generated,False
4289566175,Deloitte India,Computer Vision Intern,Computer Vision,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",Hybrid,10000,12 Months,"Arduino, Git, Jest, Machine Learning, Redux",93,4.3,24,2025-07-05,2025-09-05,25.7,30.2,Generated,False
4289566176,IBM India,SOC Analyst Intern,Cybersecurity,Pune,Maharashtra,"Pune, Maharashtra",Remote,3000,1 Month,"Azure, Blockchain, Firebase, Next.js",2469,4.0,17,2025-10-15,2025-12-15,48.8,16.5,Generated,False
4289566177,Cognizant,Product Designer Intern,UI/UX Design,Kochi,Kerala,"Kochi, Kerala",Hybrid,18000,2 Months,"Angular, Hadoop, JIRA",3027,3.1,9,2025-05-05,2025-07-05,53.1,27.3,Generated,False
4289566178,HCL Tech,Server Engineer Intern,Backend Development,Pune,Maharashtra,"Pune, Maharashtra",On-site,30000,3 Months,"Excel, Flutter, TypeScript",1345,4.0,6,2025-03-02,2025-05-02,41.4,3.0,Generated,False
4289566179,Tech Mahindra,React Developer Intern,Web Development,Coimbatore,Tamil Nadu,"Coimbatore, Tamil Nadu",On-site,25000,4 Months,"Matplotlib, Rust, Terraform",253,4.3,20,2025-08-12,2025-10-12,29.0,1.4,Generated,False
4289566180,Capgemini,Server Engineer Intern,Backend Development,Thiruvananthapuram,Kerala,"Thiruvananthapuram, Kerala",Remote,8000,3 Months,"Adobe XD, Agile, Arduino, GitHub Actions, Rust",134,3.5,7,2025-05-24,2025-07-24,19.2,32.2,Generated,False
